t_index	term	df
5074	fulfil	1080
5075	full	1068
5076	fuller	1
5077	fullest	4
5078	fullfil	12
5079	fulli	172
5080	fun	28
5081	function	2643
5082	functionn	1
5083	fund	1276
5084	fundament	155
5085	funder	16
5086	fundrais	192
5087	fungicid	1
5088	funnel	1
5089	funni	2
5090	funtion	1
5091	furintur	1
5092	furnish	37
5093	furnitur	81
5094	furthermor	15
5095	fusion	7
5096	futur	499
5097	g	553
5098	ga	70
5099	gaap	60
5100	gabriel	19
5101	gadget	3
5102	gae	1
5103	gaf	7
5104	gaga	1
5105	gaid	1
5106	gain	199
5107	galaxi	5
5108	gali	1
5109	galileo	2
5110	galleri	12
5111	galleria	3
5112	gallup	1
5113	galop	1
5114	gam	2
5115	gambl	4
5116	game	135
5117	gameplay	4
5118	gamer	1
5119	gamk	1
5120	gamma	1
5121	gandzasar	1
5122	gantt	3
5123	ganymed	3
5124	gap	154
5125	gapex	1
5126	garag	19
5127	garant	4
5128	garbag	8
5129	garden	12
5130	gardner	1
5131	garment	5
5132	garner	2
5133	garni	3
5134	garnish	12
5135	gartner	1
5136	gasarjyan	1
5137	gase	1
5138	gasolin	2
5139	gastric	1
5140	gat	1
5141	gate	11
5142	gatekeep	6
5143	gateway	33
5144	gatewayserc	1
5145	gather	667
5146	gator	1
5147	gaucho	1
5148	gaug	15
5149	gavar	22
5150	gavr	1
5151	gazel	6
5152	gb	5
5153	gbv	4
5154	gc	2
5155	gcad	1
5156	gcc	18
5157	gcd	2
5158	gcj	3
5159	gcm	3
5160	gcov	25
5161	gcp	13
5162	gd	18
5163	gdb	4
5164	gdi	1
5165	gdp	1
5166	gdsii	52
5167	gear	9
5168	ged	3
5169	gedf	1
5170	gef	17
5171	gegarkunik	1
5172	geghanush	2
5173	gegharkounik	1
5174	gegharkunik	38
5175	gegharqunik	3
5176	gegharquniq	1
5177	geghi	2
5178	geii	3
5179	gem	5
5180	gemston	2
5181	gender	270
5182	gener	2644
5183	generalist	16
5184	generosa	8
5185	generoso	9
5186	genet	9
5187	geneva	4
5188	genocid	2
5189	genotyp	3
5190	genr	2
5191	genteel	1
5192	gentl	12
5193	gentoo	1
5194	genu	3
5195	genuin	24
5196	geo	4
5197	geodatabas	1
5198	geodesi	2
5199	geodet	1
5200	geograph	66
5201	geographi	27
5202	geolog	20
5203	geologist	8
5204	geomarket	1
5205	geomedia	1
5206	geometr	1
5207	geometri	114
5208	geonet	1
5209	geopolit	4
5210	georgia	106
5211	georgian	60
5212	geostar	1
5213	geoteam	2
5214	geotechn	1
5215	geotherm	1
5216	gerc	1
5217	germ	1
5218	german	275
5219	germani	66
5220	germin	1
5221	gesellschaft	1
5222	get	389
5223	getamej	1
5224	getik	1
5225	getsymphoni	1
5226	getter	1
5227	gettin	1
5228	gfatm	15
5229	gfc	1
5230	gfdrr	1
5231	gfi	34
5232	gfk	3
5233	gfro	1
5234	ggap	5
5235	ggsn	5
5236	ghana	1
5237	gharabagh	1
5238	ghat	1
5239	ghg	4
5240	ghost	10
5241	ghz	1
5242	gi	43
5243	giant	2
5244	gif	8
5245	gift	40
5246	giftcard	1
5247	gik	4
5248	gimmick	1
5249	gimp	7
5250	gin	14
5251	ginosi	6
5252	gip	7
5253	gipa	1
5254	gipi	1
5255	girl	7
5256	girth	1
5257	git	113
5258	gitc	1
5259	gitelik	1
5260	github	13
5261	give	357
5262	given	525
5263	giver	1
5264	giz	32
5265	glamour	1
5266	gland	1
5267	glass	15
5268	glassfish	2
5269	glasshous	1
5270	glasswar	8
5271	glbp	1
5272	glean	1
5273	global	556
5274	globalgap	1
5275	globalsoft	5
5276	globe	16
5277	gloc	2
5278	glossari	11
5279	glow	10
5280	glp	9
5281	glsl	1
5282	gm	4
5283	gmake	2
5284	gmat	4
5285	gmbh	24
5286	gme	1
5287	gmeter	1
5288	gmg	2
5289	gmp	20
5290	gmpharmaceut	24
5291	gmse	1
5292	gmsme	1
5293	gnc	10
5294	gnoseolog	1
5295	gnu	27
5296	gnumner	1
5297	go	245
5298	goa	51
5299	goal	1402
5300	goalsand	2
5301	goam	13
5302	goat	1
5303	goe	7
5304	gof	2
5305	gogavan	7
5306	goingli	1
5307	gola	1
5308	gold	30
5309	golden	14
5310	goldsmith	2
5311	goldwav	1
5312	good	9411
5313	goodcredit	1
5314	goodwil	6
5315	googl	55
5316	googol	1
5317	gop	1
5318	gori	18
5319	gortsaran	1
5320	gortsaranain	1
5321	gost	5
5322	got	1
5323	gouda	1
5324	gov	6
5325	goven	2
5326	gover	2
5327	govern	1382
5328	government	310
5329	governor	2
5330	govtilr	12
5331	gp	14
5332	gpa	13
5333	gpgpu	1
5334	gpn	1
5335	gpo	5
5336	gpon	2
5337	gpr	11
5338	grab	7
5339	grace	10
5340	graciou	1
5341	gradat	2
5342	grade	124
5343	grader	1
5344	gradl	16
5345	gradual	12
5346	graduat	510
5347	grafik	1
5348	grail	24
5349	gram	3
5350	grammar	48
5351	grammat	15
5352	granatu	2
5353	grand	13
5354	grant	411
5355	grante	99
5356	grape	11
5357	graph	123
5358	graphic	551
5359	grasp	51
5360	grass	6
5361	grassland	1
5362	grassroot	6
5363	grate	2
5364	gratuiti	1
5365	grave	1
5366	gravit	1
5367	graviti	1
5368	gray	1
5369	graze	3
5370	grdp	1
5371	gre	7
5372	greas	6
5373	great	163
5374	greater	19
5375	greatergood	19
5376	greatest	3
5377	greatli	4
5378	greec	2
5379	greek	4
5380	green	19
5381	greeneri	1
5382	greenfield	1
5383	greenfild	1
5384	greenhous	11
5385	greenland	1
5386	greet	241
5387	grep	2
5388	grey	1
5389	grid	30
5390	grievanc	38
5391	grigoryan	6
5392	grill	2
5393	grind	3
5394	grindek	2
5395	grinder	2
5396	grindex	1
5397	grip	2
5398	gritti	11
5399	grm	1
5400	groom	13
5401	groovi	21
5402	gross	30
5403	grou	1
5404	ground	113
5405	groundwat	7
5406	group	1848
5407	groupwar	1
5408	groupwis	3
5409	grow	242
5410	grower	4
5411	grown	51
5412	growth	486
5413	growthobject	1
5414	grr	1
5415	grunt	7
5416	gsb	6
5417	gsc	1
5418	gsd	1
5419	gsgp	2
5420	gsm	111
5421	gsma	1
5422	gsn	2
5423	gso	2
5424	gsoap	2
5425	gsoft	1
5426	gsp	1
5427	gss	2
5428	gst	1
5429	gtb	3
5430	gtc	5
5431	gtersloh	5
5432	gtg	1
5433	gti	2
5434	gtm	1
5435	gtmc	4
5436	gtp	5
5437	gtz	8
5438	guarant	1
5439	guarante	144
5440	guaranti	4
5441	guarantor	28
5442	guard	42
5443	guardian	4
5444	guardianship	5
5445	guest	292
5446	guesthous	2
5447	guestroom	7
5448	guetersloh	3
5449	gui	263
5450	guic	14
5451	guid	492
5452	guidanc	755
5453	guidebook	10
5454	guidelin	726
5455	guider	1
5456	guillotin	16
5457	gul	1
5458	gulp	8
5459	gum	5
5460	guru	3
5461	gust	2
5462	gvep	1
5463	gwt	50
5464	gym	2
5465	gymnast	1
5466	gyn	1
5467	gynaecolog	1
5468	gynaecologist	3
5469	gynaecologyc	1
5470	gynecolog	5
5471	gynecologist	2
5472	gyumri	79
5473	gyuri	1
5474	h	42
5475	ha	471
5476	haacp	1
5477	habano	1
5478	habit	77
5479	habitat	18
5480	hac	1
5481	hacc	2
5482	haccp	22
5483	hachn	1
5484	hack	2
5485	hacker	2
5486	hact	1
5487	hadoop	15
5488	hag	3
5489	hai	1
5490	hail	1
5491	hair	1
5492	hairdress	1
5493	hakag	1
5494	halabyan	2
5495	half	19
5496	halidzor	2
5497	hall	30
5498	hambr	1
5499	hamilton	16
5500	hammer	1
5501	hamper	5
5502	hand	696
5503	handbag	5
5504	handbook	37
5505	handel	2
5506	handheld	1
5507	handicap	1
5508	handicraft	1
5509	handl	1710
5510	handler	11
5511	handmad	3
5512	handout	69
5513	handov	35
5514	handset	16
5515	handson	11
5516	handwrit	4
5517	handwritten	2
5518	handyman	1
5519	hap	1
5520	hapnk	1
5521	happen	11
5522	haproxi	1
5523	har	16
5524	harass	3
5525	hard	503
5526	hardcopi	6
5527	harden	3
5528	hardhat	1
5529	hardship	2
5530	hardwar	630
5531	hardwork	60
5532	harm	3
5533	harmless	2
5534	harmon	40
5535	harmoni	56
5536	harmonis	1
5537	harutiunian	8
5538	harutyunyan	1
5539	harvard	1
5540	harvest	39
5541	hash	4
5542	hashicorp	1
5543	hask	1
5544	hassl	1
5545	hasypost	1
5546	hat	15
5547	hate	1
5548	hauck	1
5549	haul	1
5550	haulag	1
5551	havana	1
5552	hay	1
5553	hayanist	1
5554	hayantar	11
5555	haykakan	4
5556	haymak	1
5557	haymamul	1
5558	haypost	107
5559	haystack	3
5560	haytech	5
5561	hazard	28
5562	hbam	1
5563	hbase	8
5564	hbc	5
5565	hcn	1
5566	hdd	4
5567	hdl	10
5568	hdlc	1
5569	hdm	1
5570	hdp	2
5571	hdtv	1
5572	hea	62
5573	head	1335
5574	headcount	6
5575	header	1
5576	headlight	1
5577	headlin	4
5578	headmast	2
5579	headoffic	1
5580	headphon	2
5581	headquart	145
5582	headwear	1
5583	health	636
5584	healthcar	71
5585	healthi	58
5586	heap	3
5587	hear	101
5588	heart	5
5589	hearth	1
5590	heat	68
5591	heavi	47
5592	heavier	3
5593	heavili	6
5594	hectar	3
5595	hectic	1
5596	hed	1
5597	hedg	17
5598	hei	5
5599	heifer	17
5600	height	11
5601	heighten	2
5602	heir	2
5603	hel	1
5604	held	69
5605	helix	1
5606	hellen	4
5607	hellman	4
5608	help	1046
5609	helpdesk	28
5610	helper	3
5611	helplin	2
5612	helsinki	3
5613	helveta	1
5614	hemol	1
5615	henc	4
5616	henkel	2
5617	hepat	4
5618	hepta	8
5619	herb	2
5620	herbal	2
5621	herbicid	2
5622	herd	1
5623	hereaft	3
5624	herebi	7
5625	herein	24
5626	hereinaft	30
5627	hergnyan	1
5628	heritag	14
5629	hermitag	4
5630	hertz	1
5631	hesit	5
5632	heterogen	5
5633	heterogon	1
5634	heteroscedast	1
5635	heurist	1
5636	hexagon	1
5637	hf	2
5638	hfh	12
5639	hfha	3
5640	hfhi	10
5641	hfm	2
5642	hft	5
5643	hh	1
5644	hhe	1
5645	hhighli	1
5646	hhrr	1
5647	hht	2
5648	hi	818
5649	hibern	135
5650	hibokrat	3
5651	hicd	2
5652	hidden	4
5653	hide	1
5654	hidn	1
5655	hierarch	6
5656	hierarchi	23
5657	higer	2
5658	high	4028
5659	highchart	1
5660	higher	4492
5661	highest	283
5662	highlevel	10
5663	highli	2399
5664	highlight	70
5665	highlin	1
5666	highrest	1
5667	hightech	1
5668	highway	17
5669	hike	2
5670	hilfig	2
5671	hill	2
5672	hilti	9
5673	hinder	3
5674	hindi	2
5675	hip	3
5676	hire	344
5677	hispan	1
5678	hispano	1
5679	histor	44
5680	histori	245
5681	hit	11
5682	hitachi	3
5683	hitbox	1
5684	hither	1
5685	hiv	76
5686	hive	1
5687	hlr	7
5688	hlsl	1
5689	hm	1
5690	hmf	3
5691	hmi	2
5692	hmp	1
5693	hoa	3
5694	hoard	2
5695	hobbi	1
5696	hoc	179
5697	hoch	3
5698	hod	7
5699	hoffmann	2
5700	hohr	1
5701	hold	471
5702	holder	208
5703	hole	3
5704	holi	1
5705	holiday	51
5706	holidaymak	2
5707	holist	26
5708	holland	2
5709	hom	3
5710	home	218
5711	homebound	1
5712	homeland	1
5713	homeown	1
5714	homepag	1
5715	homesit	2
5716	homeward	1
5717	homework	8
5718	homogen	4
5719	homophobia	1
5720	honest	78
5721	honesti	177
5722	honestli	4
5723	honey	1
5724	hong	2
5725	honor	18
5726	honorarium	1
5727	honour	11
5728	hoo	8
5729	hood	2
5730	hook	1
5731	hoop	1
5732	hope	6
5733	hord	1
5734	horeca	29
5735	horecadi	2
5736	horizon	17
5737	horizont	6
5738	horrca	1
5739	hors	1
5740	horticultur	27
5741	horu	1
5742	hose	2
5743	hoshin	1
5744	hospit	233
5745	host	192
5746	hostel	3
5747	hostess	2
5748	hostil	5
5749	hot	30
5750	hotel	308
5751	hoteli	1
5752	hotfix	2
5753	hotkey	3
5754	hotlin	16
5755	hour	726
5756	hourli	7
5757	hous	241
5758	household	55
5759	housekeep	49
5760	housemaid	1
5761	houseman	1
5762	housewar	1
5763	housework	2
5764	hovnanian	9
5765	howev	65
5766	hp	1
5767	hpc	5
5768	hphc	1
5769	hpiu	1
5770	hplc	19
5771	hpp	1
5772	hpsim	2
5773	hq	25
5774	hra	1
5775	hrazdan	15
5776	hrbg	6
5777	hrci	1
5778	hrd	1
5779	hrdi	1
5780	hrdo	5
5781	hre	4
5782	hrh	1
5783	hri	6
5784	hrm	11
5785	hro	1
5786	hrod	9
5787	hrw	1
5788	hsbc	93
5789	hsbcnet	5
5790	hsc	1
5791	hsd	1
5792	hse	1
5793	hsi	1
5794	hsic	1
5795	hsim	1
5796	hspa	1
5797	hspice	6
5798	hsrp	3
5799	ht	4
5800	htaccess	2
5801	htlm	1
5802	htm	3
5803	html	1137
5804	htta	1
5805	http	104
5806	httpd	3
5807	huawei	4
5808	hub	32
5809	hubsit	1
5810	huge	59
5811	huma	1
5812	human	783
5813	humanitarian	176
5814	humbl	2
5815	humid	1
5816	humil	2
5817	humor	42
5818	humour	5
5819	hunan	1
5820	hundr	2
5821	hung	2
5822	hunger	4
5823	hunt	8
5824	hunter	4
5825	huo	1
5826	hur	2
5827	hurdl	7
5828	husbandri	9
5829	hva	3
5830	hvac	34
5831	hven	1
5832	hyantar	1
5833	hybrid	10
5834	hydraul	25
5835	hydro	18
5836	hydrobiolog	3
5837	hydrobiologist	1
5838	hydrochemistri	2
5839	hydrogeolog	3
5840	hydrograph	1
5841	hydrolog	25
5842	hydrologist	7
5843	hydrometeorolog	2
5844	hydromorpholog	2
5845	hydropon	1
5846	hydropow	8
5847	hydrotechn	1
5848	hygien	66
5849	hyogo	1
5850	hyper	19
5851	hyperion	2
5852	hyperlink	3
5853	hypermarket	1
5854	hypertext	2
5855	hyperv	1
5856	hypervisor	2
5857	hypothes	2
5858	hypothesi	6
5859	hypothet	6
5860	hyrogeolog	1
5861	ia	39
5862	iaa	1
5863	iabp	1
5864	iac	1
5865	iacp	1
5866	iai	1
5867	iam	2
5868	iamp	1
5869	ianguag	1
5870	iap	12
5871	iasb	6
5872	iasc	3
5873	iascf	6
5874	iata	1
5875	iatc	3
5876	iatp	10
5877	iawg	1
5878	ib	2
5879	iba	2
5880	ibar	1
5881	ibati	35
5882	ibda	1
5883	ibgp	1
5884	ibi	1
5885	ibm	87
5886	ibmt	2
5887	ibrd	5
5888	ibt	2
5889	ic	98
5890	icao	2
5891	icar	2
5892	icass	1
5893	icbc	1
5894	icc	6
5895	icct	1
5896	icd	1
5897	icdc	1
5898	icdl	1
5899	icdm	1
5900	ice	6
5901	icfb	2
5902	ich	3
5903	iciti	1
5904	icjsc	68
5905	iclt	1
5906	icm	9
5907	icmp	2
5908	icmpd	3
5909	icon	49
5910	iconapp	3
5911	icpa	1
5912	icpd	1
5913	icq	2
5914	icr	1
5915	icrc	10
5916	icsjc	4
5917	icsr	1
5918	ict	70
5919	ictc	1
5920	icu	3
5921	icumb	1
5922	icv	1
5923	icwa	4
5924	icwb	2
5925	id	28
5926	ida	7
5927	idd	1
5928	ide	64
5929	idea	689
5930	ideal	280
5931	ideat	11
5932	idefo	1
5933	idenfi	1
5934	ident	71
5935	identif	397
5936	identifi	2368
5937	ideolog	4
5938	idesk	1
5939	idf	2
5940	idhr	4
5941	idiomat	17
5942	idjevan	3
5943	idl	3
5944	idm	1
5945	ido	1
5946	idram	12
5947	idrr	1
5948	idu	4
5949	ie	2
5950	iec	14
5951	iee	6
5952	ieeb	1
5953	ielt	3
5954	ifac	2
5955	ifad	14
5956	ifb	1
5957	ifc	47
5958	ife	8
5959	ifess	2
5960	ifi	24
5961	ific	1
5962	ifl	1
5963	ifoa	3
5964	ifr	336
5965	ifrc	3
5966	ifrss	4
5967	iga	3
5968	ige	1
5969	igind	1
5970	igisa	1
5971	igmp	2
5972	ignit	2
5973	ignor	2
5974	igo	2
5975	igra	2
5976	igrp	1
5977	igsa	1
5978	iguan	2
5979	igw	2
5980	ihl	4
5981	ihm	1
5982	ii	162
5983	iia	6
5984	iib	4
5985	iii	87
5986	iinsur	1
5987	iinventori	1
5988	ijevan	14
5989	iko	1
5990	iksov	1
5991	ile	2
5992	ill	9
5993	illc	4
5994	illeg	12
5995	illicet	1
5996	illicit	7
5997	illumin	1
5998	illusr	1
5999	illust	1
6000	illustr	292
6001	ilo	8
6002	im	3
6003	imag	322
6004	imagenom	1
6005	imagereadi	6
6006	imageri	9
6007	imagin	58
6008	imakefil	5
6009	imap	13
6010	imbal	1
6011	imbu	11
6012	imc	4
6013	imcr	2
6014	ime	1
6015	imex	15
6016	imf	6
6017	imi	1
6018	imit	4
6019	immacul	1
6020	immedi	288
6021	immers	1
6022	immidi	1
6023	immigr	22
6024	immin	12
6025	immov	6
6026	immun	9
6027	immunolog	1
6028	immunotherapi	1
6029	impact	627
6030	impair	14
6031	impart	7
6032	imparti	27
6033	impecc	9
6034	imped	8
6035	impedi	24
6036	impel	10
6037	impend	1
6038	imper	17
6039	imperfect	6
6040	imperi	3
6041	imperium	1
6042	impetu	2
6043	impeva	6
6044	implant	4
6045	implemen	2
6046	implement	6497
6047	implementaion	1
6048	implementati	1
6049	implementatin	1
6050	implementhit	1
6051	impli	13
6052	implic	87
6053	implicit	6
6054	impliment	2
6055	import	589
6056	importantli	5
6057	imporv	3
6058	impos	11
6059	imposs	1
6060	impress	37
6061	imprest	14
6062	improp	4
6063	improperli	3
6064	improv	2342
6065	improvis	1
6066	impuls	1
6067	imput	2
6068	imsma	1
6069	inaccur	1
6070	inaccuraci	7
6071	inact	4
6072	inadequ	6
6073	inadmiss	1
6074	inadvert	2
6075	inap	3
6076	inappropri	22
6077	inaugur	1
6078	inbound	29
6079	inc	246
6080	incent	56
6081	incept	38
6082	incid	172
6083	incident	21
6084	incidnet	1
6085	inciner	1
6086	incipi	1
6087	incl	4
6088	inclin	4
6089	includ	5458
6090	inclumb	1
6091	inclument	1
6092	inclus	116
6093	inco	2
6094	incom	822
6095	incomb	3
6096	incompat	2
6097	incomplet	13
6098	incompli	2
6099	inconcept	1
6100	inconsist	39
6101	incorpor	163
6102	incorrect	1
6103	incoterm	13
6104	incourt	2
6105	increas	977
6106	increasingli	17
6107	incred	3
6108	increment	17
6109	incript	2
6110	incub	15
6111	incumb	3840
6112	incumbet	3
6113	incumbnet	1
6114	incument	1
6115	incur	5
6116	indebt	1
6117	indefinit	6
6118	indemnif	1
6119	indentifi	4
6120	independ	1875
6121	indepth	1
6122	indesign	57
6123	index	92
6124	india	5
6125	indic	512
6126	indici	1
6127	indig	2
6128	indigen	4
6129	indirect	34
6130	indirectli	8
6131	individu	1487
6132	indoor	11
6133	induc	1
6134	induct	39
6135	indulg	1
6136	industri	1067
6137	industrialist	1
6138	inecobank	43
6139	ineffect	1
6140	ineffici	13
6141	inegr	2
6142	inelig	12
6143	inequ	4
6144	inetd	2
6145	infant	17
6146	infect	12
6147	infecti	9
6148	infer	2
6149	infin	3
6150	inflat	3
6151	inflow	25
6152	influenc	246
6153	influenti	8
6154	influenza	5
6155	info	29
6156	infobas	1
6157	infocent	1
6158	infograph	5
6159	infopath	5
6160	inform	4823
6161	informaion	1
6162	informat	17
6163	informatica	1
6164	informationplac	2
6165	informaton	1
6166	informix	8
6167	infotun	1
6168	infra	1
6169	infrar	2
6170	infrastructur	588
6171	infrastuctur	1
6172	infratsructur	1
6173	infrequ	1
6174	infring	3
6175	infus	1
6176	ingato	5
6177	ingenu	5
6178	ingest	1
6179	ingo	50
6180	ingr	1
6181	ingrain	1
6182	ingredi	26
6183	inhabit	1
6184	inhanc	1
6185	inher	15
6186	inherit	13
6187	inhibit	1
6188	inhuman	1
6189	init	3
6190	initi	2228
6191	inject	21
6192	injuri	10
6193	injustic	3
6194	ink	1
6195	inl	2
6196	inland	2
6197	inlin	3
6198	inlobbi	7
6199	inmat	1
6200	innat	2
6201	inner	20
6202	innkeep	2
6203	innodb	5
6204	innorisemobil	1
6205	innov	858
6206	innova	14
6207	innter	1
6208	inocul	2
6209	inod	4
6210	inorgan	1
6211	inpati	2
6212	input	704
6213	inquest	1
6214	inquir	38
6215	inquirei	1
6216	inquiri	422
6217	inquisit	11
6218	insan	13
6219	inscrib	2
6220	insect	2
6221	insecticid	1
6222	insemin	4
6223	insert	34
6224	insid	81
6225	insight	126
6226	insist	4
6227	insitut	2
6228	insolv	8
6229	insparx	5
6230	inspect	323
6231	inspector	41
6232	inspir	70
6233	instagram	5
6234	instal	901
6235	installa	1
6236	instanc	61
6237	instant	8
6238	instantan	1
6239	instead	4
6240	instig	18
6241	instil	19
6242	instinct	6
6243	institut	1191
6244	institution	23
6245	institutionalis	2
6246	instor	1
6247	instruciton	5
6248	instruct	646
6249	instructor	44
6250	instrument	273
6251	instumint	1
6252	insuffici	1
6253	insul	1
6254	insur	617
6255	insurrect	1
6256	int	4
6257	intact	3
6258	intactix	1
6259	intak	18
6260	intang	9
6261	integr	1826
6262	integrien	11
6263	intel	1
6264	intelig	1
6265	intellect	10
6266	intellectbank	1
6267	intellectu	45
6268	intellig	145
6269	intellij	2
6270	intend	121
6271	intens	130
6272	intensifi	8
6273	intensivist	1
6274	intent	31
6275	inter	232
6276	interact	1161
6277	interag	21
6278	interannu	1
6279	interbank	22
6280	interbas	5
6281	interbranch	1
6282	intercept	1
6283	interchang	1
6284	intercommun	11
6285	intercompani	6
6286	interconnect	48
6287	intercooper	2
6288	intercorpor	1
6289	intercultur	57
6290	interdepartment	26
6291	interdepend	8
6292	interdisciplinari	19
6293	interdivision	2
6294	interest	1087
6295	interexchang	1
6296	interf	1
6297	interfac	627
6298	interfer	12
6299	intergovernment	14
6300	interight	1
6301	interim	54
6302	interior	68
6303	interlink	2
6304	interlocutor	22
6305	interloto	1
6306	interm	1
6307	intermanag	1
6308	intermarket	2
6309	intermedi	312
6310	intermediari	41
6311	intermitt	1
6312	intern	5840
6313	internatioanl	1
6314	internation	3
6315	international	2
6316	internationalist	1
6317	internationlli	3
6318	internatioon	1
6319	interne	9
6320	internet	2315
6321	internetwork	8
6322	internew	14
6323	internship	124
6324	interoffic	6
6325	interoper	30
6326	interperson	3103
6327	interplay	1
6328	interpol	1
6329	interprataion	2
6330	interpret	782
6331	interprocess	2
6332	interregion	1
6333	interrel	7
6334	interrelationship	1
6335	interrog	6
6336	interrupt	28
6337	interschool	3
6338	intersect	24
6339	intersector	6
6340	interst	1
6341	intertwin	3
6342	interv	15
6343	interven	9
6344	intervent	198
6345	interview	474
6346	interviewe	1
6347	interwork	3
6348	intim	8
6349	intimaci	2
6350	intl	1
6351	intorg	1
6352	intosai	3
6353	intox	3
6354	intra	25
6355	intrabank	2
6356	intracom	31
6357	intraday	3
6358	intrahealth	5
6359	intranet	133
6360	intraurban	1
6361	intraven	4
6362	intricaci	1
6363	intro	3
6364	introduc	453
6365	introduct	182
6366	introductori	28
6367	intrud	3
6368	intrus	28
6369	intuit	62
6370	inv	1
6371	invalu	1
6372	invent	3
6373	inventar	2
6374	inventori	601
6375	invert	3
6376	invertebr	1
6377	invest	492
6378	investbank	1
6379	investe	1
6380	investig	523
6381	investor	66
6382	invigil	1
6383	inviol	1
6384	inviron	1
6385	invis	1
6386	invit	411
6387	invite	2
6388	invitro	1
6389	invoc	1
6390	invoci	1
6391	invoic	418
6392	involuntari	5
6393	involv	1334
6394	involvev	1
6395	inward	4
6396	io	184
6397	ioc	17
6398	iogen	2
6399	iom	20
6400	ion	1
6401	iosco	2
6402	iosh	1
6403	ip	24
6404	ipad	45
6405	ipbb	2
6406	ipc	8
6407	ipca	1
6408	ipcc	5
6409	ipcd	1
6410	ipchain	2
6411	ipe	1
6412	ipfw	4
6413	ipg	1
6414	iphon	89
6415	ipiu	1
6416	ipix	2
6417	iplanet	1
6418	ipm	4
6419	ipma	2
6420	ipmpl	1
6421	ipo	3
6422	ipod	2
6423	ippc	2
6424	ippf	1
6425	ipr	2
6426	iprc	1
6427	ipsa	4
6428	ipsc	13
6429	ipsec	5
6430	iptabl	12
6431	iptv	5
6432	iqa	2
6433	iqd	1
6434	ir	3
6435	ira	2
6436	iran	19
6437	iranian	6
6438	iraq	1
6439	iraqi	3
6440	irat	1
6441	irb	1
6442	ird	7
6443	ireg	6
6444	ireland	2
6445	irex	52
6446	irf	1
6447	irg	1
6448	irm	5
6449	irma	20
6450	iron	2
6451	irr	2
6452	irrat	2
6453	irregular	116
6454	irrelev	1
6455	irrepar	1
6456	irrespect	3
6457	irretriev	1
6458	irrig	77
6459	irtek	24
6460	iru	1
6461	isa	30
6462	isc	1
6463	isciplin	1
6464	iscsi	2
6465	isd	1
6466	isdn	4
6467	ise	1
6468	isf	8
6469	isfahan	1
6470	isfr	1
6471	ishkhan	7
6472	isi	2
6473	island	8
6474	ism	5
6475	iso	71
6476	isol	56
6477	isometr	2
6478	isoo	1
6479	isotop	1
6480	isp	37
6481	isr	3
6482	isra	1
6483	israel	1
6484	iss	2
6485	issa	2
6486	issc	1
6487	issu	3315
6488	issuanc	73
6489	issuer	5
6490	ist	7
6491	istal	1
6492	isup	4
6493	isuu	1
6494	isv	1
6495	isystock	1
6496	itali	7
6497	italian	61
6498	itb	4
6499	itc	17
6500	itdc	1
6501	item	342
6502	iter	24
6503	itext	1
6504	itg	10
6505	itgc	1
6506	iti	1
6507	itil	32
6508	itinerari	17
6509	itk	2
6510	itm	3
6511	itn	3
6512	itpo	1
6513	itt	4
6514	itu	3
6515	itun	3
6516	itv	1
6517	itx	2
6518	iucn	2
6519	ium	1
6520	iunetwork	41
6521	iv	21
6522	ivd	4
6523	ivr	7
6524	ivtran	1
6525	iwpr	2
6526	iwrm	2
6527	ixibit	8
6528	iycf	1
6529	izmirlian	4
6530	j	16
6531	jabber	1
6532	jack	1
6533	jackrabbit	3
6534	jackson	1
6535	jaguar	2
6536	jaipur	1
6537	jakarta	4
6538	janitor	1
6539	januari	8
6540	japan	7
6541	japanees	1
6542	japanes	2
6543	japonica	3
6544	jargon	1
6545	jasmin	6
6546	jasper	25
6547	jasperreport	1
6548	java	1025
6549	javabean	1
6550	javamail	2
6551	javascrip	1
6552	javascript	1003
6553	javasctipt	1
6554	javaxq	1
6555	javscript	2
6556	jaw	1
6557	jax	15
6558	jaxb	1
6559	jaxp	2
6560	jaxr	1
6561	jazz	10
6562	jbase	1
6563	jbc	1
6564	jbic	1
6565	jboss	72
6566	jbuilder	6
6567	jca	5
6568	jcc	1
6569	jci	1
6570	jcif	1
6571	jcp	1
6572	jda	1
6573	jdbc	53
6574	jdevelop	3
6575	jdk	3
6576	jdo	1
6577	jee	8
6578	jem	1
6579	jenkin	10
6580	jeopard	7
6581	jermuk	35
6582	jet	1
6583	jewel	8
6584	jewelleri	18
6585	jewelri	28
6586	jface	1
6587	jfc	3
6588	jfdp	6
6589	ji	1
6590	jinishian	8
6591	jinj	1
6592	jira	73
6593	jitter	1
6594	jm	63
6595	jmeter	63
6596	jmf	7
6597	jmp	1
6598	jndi	4
6599	jni	4
6600	job	1475
6601	jobhold	32
6602	john	4
6603	johnson	3
6604	join	493
6605	joint	129
6606	jointli	81
6607	joomag	55
6608	joomla	32
6609	jose	1
6610	jour	1
6611	journal	417
6612	journalist	129
6613	journey	14
6614	journeyman	2
6615	jpa	20
6616	jpg	4
6617	jprofil	21
6618	jqtouch	1
6619	jqueri	419
6620	jquerri	1
6621	jquerymobil	2
6622	jrashen	1
6623	jrun	21
